suburb,state_code,suburb_normalized,winner_shop_number,winner_label,winner_distance_km,runner_up_shop_number,runner_up_label,runner_up_distance_km
Sydney,NSW,sydney,2243,Burwood,9.8,2213,Warringah,12.82
Haymarket,NSW,haymarket,2243,Burwood,9.17,2213,Warringah,14.29
Australia Square,NSW,australia square,2243,Burwood,9.71,2213,Warringah,12.47
Grosvenor Place,NSW,grosvenor place,2243,Burwood,16.37,2213,Warringah,22.04
Royal Exchange,NSW,royal exchange,2243,Burwood,9.86,2213,Warringah,12.33
Queen Victoria Building,NSW,queen victoria building,2243,Burwood,9.53,2213,Warringah,13.22
Sydney South,NSW,sydney south,2243,Burwood,9.8,2213,Warringah,12.82
Darlinghurst,NSW,darlinghurst,2243,Burwood,10.78,2213,Warringah,13.36
Eastern Suburbs Mc,NSW,eastern suburbs mc,2243,Burwood,12.76,2213,Warringah,21.37
Potts Point,NSW,potts point,2243,Burwood,11.17,2213,Warringah,12.19
Kings Cross,NSW,kings cross,2243,Burwood,11.14,2213,Warringah,12.75
Woollahra,NSW,woollahra,2243,Burwood,12.81,2213,Warringah,13.73
Bondi Junction,NSW,bondi junction,2243,Burwood,13.57,2213,Warringah,14.16
Double Bay,NSW,double bay,2243,Burwood,12.7,2213,Warringah,12.76
Strawberry Hills,NSW,strawberry hills,2243,Burwood,9.69,2213,Warringah,14.84
Eveleigh,NSW,eveleigh,2243,Burwood,8.3,2213,Warringah,16.18
Alexandria,NSW,alexandria,2243,Burwood,8.69,2213,Warringah,17.51
Waterloo,NSW,waterloo,2243,Burwood,9.8,2213,Warringah,16.14
Rosebery,NSW,rosebery,2243,Burwood,10.33,2213,Warringah,18.56
Camperdown,NSW,camperdown,2243,Burwood,7.03,2213,Warringah,15.87
Botany,NSW,botany,2243,Burwood,11.6,2213,Warringah,21.29
Mascot,NSW,mascot,2243,Burwood,10.21,2213,Warringah,19.57
Kensington,NSW,kensington,2243,Burwood,11.62,2213,Warringah,16.67
Unsw Sydney,NSW,unsw sydney,2243,Burwood,12.59,2213,Warringah,17.29
Drummoyne,NSW,drummoyne,2243,Burwood,5.53,2213,Warringah,14.34
West Chatswood,NSW,west chatswood,2243,Burwood,10.48,2213,Warringah,10.59
Northbridge,NSW,northbridge,2213,Warringah,7.26,2243,Burwood,12.67
Milsons Point,NSW,milsons point,2243,Burwood,10.54,2213,Warringah,10.63
Artarmon,NSW,artarmon,2213,Warringah,9.24,2243,Burwood,10.71
Crows Nest,NSW,crows nest,2213,Warringah,9.07,2243,Burwood,10.96
St Leonards,NSW,st leonards,2213,Warringah,9.51,2243,Burwood,10.34
Lane Cove,NSW,lane cove,2243,Burwood,9.05,2213,Warringah,11.08
Lane Cove Dc,NSW,lane cove dc,2243,Burwood,9.03,2213,Warringah,11.11
Hornsby,NSW,hornsby,2213,Warringah,17.25,2243,Burwood,19.22
Hornsby Westfield,NSW,hornsby westfield,2213,Warringah,17.06,2243,Burwood,19.22
North Ryde,NSW,north ryde,2243,Burwood,9.48,2213,Warringah,14.24
North Ryde Bc,NSW,north ryde bc,2243,Burwood,9.48,2213,Warringah,14.24
Gladesville,NSW,gladesville,2243,Burwood,5.67,2213,Warringah,15.11
RYDE,NSW,ryde,2243,Burwood,6.86,2213,Warringah,16.45
West Ryde,NSW,west ryde,2243,Burwood,8.09,2213,Warringah,17.97
Epping,NSW,epping,2243,Burwood,11.66,2213,Warringah,17.74
Pennant Hills,NSW,pennant hills,2243,Burwood,15.67,2213,Warringah,18.54
Seven Hills,NSW,seven hills,2243,Burwood,19.34,2213,Warringah,31.32
Baulkham Hills,NSW,baulkham hills,2243,Burwood,16.42,2213,Warringah,25.65
Castle Hill,NSW,castle hill,2243,Burwood,18.68,2213,Warringah,24.9
Seven Hills Mc,NSW,seven hills mc,2243,Burwood,19.33,2213,Warringah,31.31
St Marys,NSW,st marys,2434,Narellan,30.78,2243,Burwood,32.76
Wetherill Park,NSW,wetherill park,2243,Burwood,18.05,2434,Narellan,27.0
Wetherill Park Dc,NSW,wetherill park dc,2243,Burwood,18.05,2434,Narellan,27.0
Liverpool,NSW,liverpool,2243,Burwood,18.06,2434,Narellan,21.12
Moorebank,NSW,moorebank,2243,Burwood,16.32,2434,Narellan,22.42
Barangaroo,NSW,barangaroo,2243,Burwood,9.2,2213,Warringah,12.65
Darling Harbour,NSW,darling harbour,2243,Burwood,8.99,2213,Warringah,13.77
Dawes Point,NSW,dawes point,2243,Burwood,9.83,2213,Warringah,11.66
Millers Point,NSW,millers point,2243,Burwood,9.34,2213,Warringah,12.32
Parliament House,NSW,parliament house,2243,Burwood,10.56,2213,Warringah,12.22
The Rocks,NSW,the rocks,2243,Burwood,9.92,2213,Warringah,11.95
World Square,NSW,world square,2243,Burwood,9.53,2213,Warringah,13.75
Alexandria Mc,NSW,alexandria mc,2243,Burwood,8.67,2213,Warringah,17.52
The University Of Sydney,NSW,the university of sydney,2243,Burwood,7.82,2213,Warringah,15.71
Ultimo,NSW,ultimo,2243,Burwood,8.65,2213,Warringah,14.67
Chippendale,NSW,chippendale,2243,Burwood,8.94,2213,Warringah,14.95
Darlington,NSW,darlington,2243,Burwood,8.7,2213,Warringah,15.48
Golden Grove,NSW,golden grove,2243,Burwood,8.07,2213,Warringah,16.1
Darling Island,NSW,darling island,2243,Burwood,8.64,2213,Warringah,13.04
Pyrmont,NSW,pyrmont,2243,Burwood,8.41,2213,Warringah,13.49
Surry Hills,NSW,surry hills,2243,Burwood,9.97,2213,Warringah,14.51
Taylor Square,NSW,taylor square,2243,Burwood,10.47,2213,Warringah,13.78
Elizabeth Bay,NSW,elizabeth bay,2243,Burwood,11.54,2213,Warringah,12.42
Hmas Kuttabul,NSW,hmas kuttabul,2243,Burwood,11.3,2213,Warringah,11.81
Rushcutters Bay,NSW,rushcutters bay,2243,Burwood,11.53,2213,Warringah,12.72
Woolloomooloo,NSW,woolloomooloo,2243,Burwood,10.98,2213,Warringah,12.5
Beaconsfield,NSW,beaconsfield,2243,Burwood,9.64,2213,Warringah,17.46
Redfern,NSW,redfern,2243,Burwood,9.58,2213,Warringah,15.32
Waterloo Dc,NSW,waterloo dc,2243,Burwood,9.78,2213,Warringah,16.15
Zetland,NSW,zetland,2243,Burwood,10.43,2213,Warringah,16.8
Eastlakes,NSW,eastlakes,2243,Burwood,10.78,2213,Warringah,18.37
Banksmeadow,NSW,banksmeadow,2243,Burwood,13.03,2213,Warringah,22.14
Sydney Domestic Airport,NSW,sydney domestic airport,2243,Burwood,9.35,2213,Warringah,20.43
Sydney International Airport,NSW,sydney international airport,2243,Burwood,9.59,2213,Warringah,21.31
Centennial Park,NSW,centennial park,2243,Burwood,12.09,2213,Warringah,14.75
Moore Park,NSW,moore park,2243,Burwood,11.06,2213,Warringah,15.14
Paddington,NSW,paddington,2243,Burwood,11.35,2213,Warringah,13.92
Bondi Junction Plaza,NSW,bondi junction plaza,2243,Burwood,13.65,2213,Warringah,14.16
Queens Park,NSW,queens park,2243,Burwood,13.58,2213,Warringah,15.23
Bellevue Hill,NSW,bellevue hill,2213,Warringah,13.14,2243,Burwood,13.89
Bronte,NSW,bronte,2243,Burwood,14.82,2213,Warringah,15.6
Charing Cross,NSW,charing cross,2243,Burwood,14.02,2213,Warringah,15.1
Waverley,NSW,waverley,2243,Burwood,14.23,2213,Warringah,15.01
Ben Buckler,NSW,ben buckler,2213,Warringah,13.89,2243,Burwood,16.61
Bondi,NSW,bondi,2213,Warringah,14.11,2243,Burwood,14.61
Bondi Beach,NSW,bondi beach,2213,Warringah,14.0,2243,Burwood,16.14
North Bondi,NSW,north bondi,2213,Warringah,13.67,2243,Burwood,16.39
Tamarama,NSW,tamarama,2213,Warringah,14.76,2243,Burwood,15.34
Darling Point,NSW,darling point,2213,Warringah,12.06,2243,Burwood,12.38
Edgecliff,NSW,edgecliff,2243,Burwood,12.2,2213,Warringah,13.15
Hmas Rushcutters,NSW,hmas rushcutters,2243,Burwood,11.53,2213,Warringah,12.72
Point Piper,NSW,point piper,2213,Warringah,11.83,2243,Burwood,13.62
Rose Bay,NSW,rose bay,2213,Warringah,12.25,2243,Burwood,14.95
Diamond Bay,NSW,diamond bay,2213,Warringah,10.69,2243,Burwood,16.38
Dover Heights,NSW,dover heights,2213,Warringah,11.87,2243,Burwood,16.14
Hmas Watson,NSW,hmas watson,2213,Warringah,8.08,2243,Burwood,17.04
Rose Bay North,NSW,rose bay north,2213,Warringah,11.03,2243,Burwood,16.2
Vaucluse,NSW,vaucluse,2213,Warringah,10.07,2243,Burwood,15.65
Watsons Bay,NSW,watsons bay,2213,Warringah,8.35,2243,Burwood,16.96
Clovelly,NSW,clovelly,2243,Burwood,15.2,2213,Warringah,16.34
Clovelly West,NSW,clovelly west,2243,Burwood,14.46,2213,Warringah,16.32
Randwick,NSW,randwick,2243,Burwood,13.38,2213,Warringah,16.65
Randwick Dc,NSW,randwick dc,2243,Burwood,13.37,2213,Warringah,16.65
St Pauls,NSW,st pauls,2243,Burwood,13.8,2213,Warringah,17.42
Daceyville,NSW,daceyville,2243,Burwood,12.4,2213,Warringah,18.6
Kingsford,NSW,kingsford,2243,Burwood,12.59,2213,Warringah,18.14
Coogee,NSW,coogee,2243,Burwood,14.76,2213,Warringah,17.15
South Coogee,NSW,south coogee,2243,Burwood,15.61,2213,Warringah,18.68
Maroubra,NSW,maroubra,2243,Burwood,15.21,2213,Warringah,20.63
Maroubra South,NSW,maroubra south,2243,Burwood,15.21,2213,Warringah,20.63
Pagewood,NSW,pagewood,2243,Burwood,12.49,2213,Warringah,20.15
Chifley,NSW,chifley,2243,Burwood,16.19,2213,Warringah,22.82
Eastgardens,NSW,eastgardens,2243,Burwood,13.55,2213,Warringah,20.53
Hillsdale,NSW,hillsdale,2243,Burwood,14.41,2213,Warringah,21.43
La Perouse,NSW,la perouse,2243,Burwood,17.14,2213,Warringah,25.1
Little Bay,NSW,little bay,2243,Burwood,17.23,2213,Warringah,24.07
Malabar,NSW,malabar,2243,Burwood,16.59,2213,Warringah,22.36
Matraville,NSW,matraville,2243,Burwood,15.04,2213,Warringah,22.09
Phillip Bay,NSW,phillip bay,2243,Burwood,16.31,2213,Warringah,23.93
Port Botany,NSW,port botany,2243,Burwood,15.22,2213,Warringah,23.92
Forest Lodge,NSW,forest lodge,2243,Burwood,7.22,2213,Warringah,15.54
Glebe,NSW,glebe,2243,Burwood,7.7,2213,Warringah,14.88
Annandale,NSW,annandale,2243,Burwood,6.37,2213,Warringah,15.86
Rozelle,NSW,rozelle,2243,Burwood,6.6,2213,Warringah,14.33
Leichhardt,NSW,leichhardt,2243,Burwood,4.98,2213,Warringah,16.83
Lilyfield,NSW,lilyfield,2243,Burwood,5.64,2213,Warringah,15.57
Balmain,NSW,balmain,2243,Burwood,7.26,2213,Warringah,13.4
Balmain East,NSW,balmain east,2243,Burwood,8.27,2213,Warringah,12.71
Birchgrove,NSW,birchgrove,2243,Burwood,7.58,2213,Warringah,12.8
Enmore,NSW,enmore,2243,Burwood,6.45,2213,Warringah,17.79
Newtown,NSW,newtown,2243,Burwood,7.27,2213,Warringah,17.01
Erskineville,NSW,erskineville,2243,Burwood,8.05,2213,Warringah,17.14
St Peters,NSW,st peters,2243,Burwood,7.8,2213,Warringah,18.9
St Peters Dc,NSW,st peters dc,2243,Burwood,8.23,2213,Warringah,19.19
Sydenham,NSW,sydenham,2243,Burwood,7.31,2213,Warringah,19.22
Chiswick,NSW,chiswick,2243,Burwood,4.12,2213,Warringah,15.71
Russell Lea,NSW,russell lea,2243,Burwood,4.1,2213,Warringah,15.79
Stanmore,NSW,stanmore,2243,Burwood,5.9,2213,Warringah,17.13
Westgate,NSW,westgate,2243,Burwood,6.23,2213,Warringah,15.82
Missenden Road,NSW,missenden road,2243,Burwood,7.37,2213,Warringah,16.05
North Sydney,NSW,north sydney,2213,Warringah,10.22,2243,Burwood,10.29
Chatswood,NSW,chatswood,2213,Warringah,9.2,2243,Burwood,11.36
Hmas Platypus,NSW,hmas platypus,2213,Warringah,9.93,2243,Burwood,11.15
Hmas Waterhen,NSW,hmas waterhen,2243,Burwood,9.32,2213,Warringah,10.99
Lavender Bay,NSW,lavender bay,2243,Burwood,10.25,2213,Warringah,10.49
Mcmahons Point,NSW,mcmahons point,2243,Burwood,9.96,2213,Warringah,10.78
North Sydney Shoppingworld,NSW,north sydney shoppingworld,2213,Warringah,9.9,2243,Burwood,10.61
Waverton,NSW,waverton,2243,Burwood,9.43,2213,Warringah,10.83
Kirribilli,NSW,kirribilli,2213,Warringah,10.52,2243,Burwood,10.97
Cammeray,NSW,cammeray,2213,Warringah,8.21,2243,Burwood,11.91
Crows Nest Dc,NSW,crows nest dc,2213,Warringah,9.07,2243,Burwood,10.96
Gore Hill,NSW,gore hill,2213,Warringah,9.71,2243,Burwood,10.21
Greenwich,NSW,greenwich,2243,Burwood,8.88,2213,Warringah,11.0
Naremburn,NSW,naremburn,2213,Warringah,8.66,2243,Burwood,11.18
Royal North Shore Hospital,NSW,royal north shore hospital,2213,Warringah,9.61,2243,Burwood,10.21
Wollstonecraft,NSW,wollstonecraft,2243,Burwood,9.45,2213,Warringah,10.54
Lane Cove North,NSW,lane cove north,2243,Burwood,9.81,2213,Warringah,10.63
Lane Cove West,NSW,lane cove west,2243,Burwood,8.62,2213,Warringah,12.03
Linley Point,NSW,linley point,2243,Burwood,7.0,2213,Warringah,13.11
Longueville,NSW,longueville,2243,Burwood,7.5,2213,Warringah,12.32
Northwood,NSW,northwood,2243,Burwood,8.65,2213,Warringah,11.16
Osborne Park,NSW,osborne park,2243,Burwood,9.46,2213,Warringah,10.43
Riverview,NSW,riverview,2243,Burwood,7.98,2213,Warringah,11.98
Chatswood West,NSW,chatswood west,2243,Burwood,10.48,2213,Warringah,10.59
Castlecrag,NSW,castlecrag,2213,Warringah,6.14,2243,Burwood,13.68
Middle Cove,NSW,middle cove,2213,Warringah,6.53,2243,Burwood,13.43
North Willoughby,NSW,north willoughby,2213,Warringah,6.97,2243,Burwood,13.03
Willoughby,NSW,willoughby,2213,Warringah,8.04,2243,Burwood,11.8
Willoughby East,NSW,willoughby east,2213,Warringah,7.03,2243,Burwood,12.86
Willoughby North,NSW,willoughby north,2213,Warringah,6.97,2243,Burwood,13.03
Castle Cove,NSW,castle cove,2213,Warringah,6.29,2243,Burwood,14.02
Roseville,NSW,roseville,2213,Warringah,7.78,2243,Burwood,13.04
Roseville Chase,NSW,roseville chase,2213,Warringah,6.6,2243,Burwood,14.4
East Lindfield,NSW,east lindfield,2213,Warringah,7.73,2243,Burwood,13.97
Lindfield,NSW,lindfield,2213,Warringah,9.46,2243,Burwood,12.53
Lindfield West,NSW,lindfield west,2213,Warringah,11.36,2243,Burwood,11.45
East Killara,NSW,east killara,2213,Warringah,8.45,2243,Burwood,15.23
Killara,NSW,killara,2213,Warringah,9.89,2243,Burwood,13.3
Gordon,NSW,gordon,2213,Warringah,10.74,2243,Burwood,14.39
Pymble,NSW,pymble,2213,Warringah,11.96,2243,Burwood,15.1
West Pymble,NSW,west pymble,2243,Burwood,13.03,2213,Warringah,13.16
Bobbin Head,NSW,bobbin head,2213,Warringah,13.45,2243,Burwood,20.15
North Turramurra,NSW,north turramurra,2213,Warringah,13.08,2243,Burwood,19.63
South Turramurra,NSW,south turramurra,2243,Burwood,13.68,2213,Warringah,14.6
Turramurra,NSW,turramurra,2213,Warringah,13.63,2243,Burwood,16.16
Warrawee,NSW,warrawee,2213,Warringah,14.32,2243,Burwood,16.59
North St Ives,NSW,north st ives,2213,Warringah,10.65,2243,Burwood,18.34
St Ives,NSW,st ives,2213,Warringah,10.62,2243,Burwood,18.35
St Ives Chase,NSW,st ives chase,2213,Warringah,11.9,2243,Burwood,19.21
Normanhurst,NSW,normanhurst,2213,Warringah,16.66,2243,Burwood,17.01
North Wahroonga,NSW,north wahroonga,2213,Warringah,15.15,2243,Burwood,19.72
Wahroonga,NSW,wahroonga,2213,Warringah,15.68,2243,Burwood,17.66
Asquith,NSW,asquith,2213,Warringah,17.49,2243,Burwood,20.95
Hornsby Heights,NSW,hornsby heights,2213,Warringah,18.95,2243,Burwood,22.82
Waitara,NSW,waitara,2213,Warringah,16.4,2243,Burwood,18.8
Mount Colah,NSW,mount colah,2213,Warringah,17.0,2243,Burwood,23.05
Mount Kuring-Gai,NSW,mount kuring-gai,2213,Warringah,17.95,2243,Burwood,25.44
Berowra,NSW,berowra,2213,Warringah,19.01,2243,Burwood,28.04
Cowan,NSW,cowan,2213,Warringah,21.86,2243,Burwood,32.74
Berowra Creek,NSW,berowra creek,2213,Warringah,28.92,2243,Burwood,38.84
Berowra Heights,NSW,berowra heights,2213,Warringah,20.87,2243,Burwood,29.53
Berowra Waters,NSW,berowra waters,2213,Warringah,22.81,2243,Burwood,30.62
Bar Point,NSW,bar point,2213,Warringah,29.83,2243,Burwood,40.93
Milsons Passage,NSW,milsons passage,2213,Warringah,28.96,2243,Burwood,40.63
Belrose West,NSW,belrose west,2213,Warringah,6.32,2243,Burwood,18.24
Davidson,NSW,davidson,2213,Warringah,7.78,2243,Burwood,17.56
Forestville,NSW,forestville,2213,Warringah,5.48,2243,Burwood,16.29
Killarney Heights,NSW,killarney heights,2213,Warringah,5.17,2243,Burwood,15.44
Mosman,NSW,mosman,2213,Warringah,7.78,2243,Burwood,13.58
Spit Junction,NSW,spit junction,2213,Warringah,7.12,2243,Burwood,13.98
Kurraba Point,NSW,kurraba point,2213,Warringah,9.69,2243,Burwood,11.66
Neutral Bay,NSW,neutral bay,2213,Warringah,9.0,2243,Burwood,11.68
Neutral Bay Junction,NSW,neutral bay junction,2213,Warringah,8.55,2243,Burwood,12.14
Cremorne,NSW,cremorne,2213,Warringah,7.87,2243,Burwood,12.77
Cremorne Junction,NSW,cremorne junction,2213,Warringah,8.05,2243,Burwood,12.82
Cremorne Point,NSW,cremorne point,2213,Warringah,9.26,2243,Burwood,12.17
Hmas Penguin,NSW,hmas penguin,2213,Warringah,7.01,2243,Burwood,15.54
Seaforth,NSW,seaforth,2213,Warringah,4.01,2243,Burwood,15.89
Clontarf,NSW,clontarf,2213,Warringah,5.04,2243,Burwood,15.82
Macquarie University,NSW,macquarie university,2243,Burwood,11.55,2213,Warringah,14.61
Hunters Hill,NSW,hunters hill,2243,Burwood,6.1,2213,Warringah,13.96
Hunters Hill West,NSW,hunters hill west,2243,Burwood,6.12,2213,Warringah,13.94
Woolwich,NSW,woolwich,2243,Burwood,7.27,2213,Warringah,12.6
Boronia Park,NSW,boronia park,2243,Burwood,6.65,2213,Warringah,13.81
Henley,NSW,henley,2243,Burwood,4.82,2213,Warringah,15.19
Huntleys Cove,NSW,huntleys cove,2243,Burwood,5.37,2213,Warringah,14.69
Huntleys Point,NSW,huntleys point,2243,Burwood,5.85,2213,Warringah,14.04
Monash Park,NSW,monash park,2243,Burwood,6.39,2213,Warringah,14.74
Tennyson Point,NSW,tennyson point,2243,Burwood,5.15,2213,Warringah,16.03
Denistone East,NSW,denistone east,2243,Burwood,8.74,2213,Warringah,16.23
Putney,NSW,putney,2243,Burwood,5.61,2213,Warringah,16.67
Blenheim Road,NSW,blenheim road,2243,Burwood,9.17,2213,Warringah,13.17
East Ryde,NSW,east ryde,2243,Burwood,8.03,2213,Warringah,13.46
Macquarie Centre,NSW,macquarie centre,2243,Burwood,11.33,2213,Warringah,13.95
Macquarie Park,NSW,macquarie park,2243,Burwood,9.76,2213,Warringah,12.95
Denistone,NSW,denistone,2243,Burwood,8.66,2213,Warringah,17.45
Denistone West,NSW,denistone west,2243,Burwood,8.86,2213,Warringah,18.24
Meadowbank,NSW,meadowbank,2243,Burwood,6.98,2213,Warringah,18.22
Melrose Park,NSW,melrose park,2243,Burwood,7.58,2213,Warringah,19.15
Dundas,NSW,dundas,2243,Burwood,10.33,2213,Warringah,22.17
Dundas Valley,NSW,dundas valley,2243,Burwood,10.2,2213,Warringah,19.69
Oatlands,NSW,oatlands,2243,Burwood,11.5,2213,Warringah,22.82
Telopea,NSW,telopea,2243,Burwood,11.06,2213,Warringah,21.72
Carlingford,NSW,carlingford,2243,Burwood,12.27,2213,Warringah,21.24
Carlingford Court,NSW,carlingford court,2243,Burwood,12.14,2213,Warringah,20.22
Carlingford North,NSW,carlingford north,2243,Burwood,13.2,2213,Warringah,19.6
Kingsdene,NSW,kingsdene,2243,Burwood,12.46,2213,Warringah,22.44
Beecroft,NSW,beecroft,2243,Burwood,14.49,2213,Warringah,19.04
Cheltenham,NSW,cheltenham,2243,Burwood,13.77,2213,Warringah,17.81
Thornleigh,NSW,thornleigh,2243,Burwood,16.91,2213,Warringah,17.76
Westleigh,NSW,westleigh,2243,Burwood,17.44,2213,Warringah,19.06
North Epping,NSW,north epping,2243,Burwood,12.8,2213,Warringah,15.66
Eastwood,NSW,eastwood,2243,Burwood,9.89,2213,Warringah,17.66
Marsfield,NSW,marsfield,2243,Burwood,10.82,2213,Warringah,15.57
West Pennant Hills,NSW,west pennant hills,2243,Burwood,16.11,2213,Warringah,22.36
Cherrybrook,NSW,cherrybrook,2243,Burwood,17.5,2213,Warringah,21.57
Kings Langley,NSW,kings langley,2243,Burwood,21.09,2213,Warringah,31.1
Lalor Park,NSW,lalor park,2243,Burwood,20.4,2213,Warringah,31.68
Seven Hills West,NSW,seven hills west,2243,Burwood,20.87,2213,Warringah,32.23
Arndell Park,NSW,arndell park,2243,Burwood,23.16,2434,Narellan,31.13
Blacktown,NSW,blacktown,2243,Burwood,22.07,2213,Warringah,33.75
Blacktown Westpoint,NSW,blacktown westpoint,2243,Burwood,21.81,2213,Warringah,33.7
Huntingwood,NSW,huntingwood,2243,Burwood,22.0,2434,Narellan,30.58
Kings Park,NSW,kings park,2243,Burwood,23.5,2213,Warringah,33.88
Marayong,NSW,marayong,2243,Burwood,24.11,2213,Warringah,34.94
North Rocks,NSW,north rocks,2243,Burwood,13.56,2213,Warringah,22.82
Northmead,NSW,northmead,2243,Burwood,14.18,2213,Warringah,25.87
Bella Vista,NSW,bella vista,2243,Burwood,20.96,2213,Warringah,29.75
Crestwood,NSW,crestwood,2243,Burwood,19.55,2213,Warringah,28.07
Norwest,NSW,norwest,2243,Burwood,16.42,2213,Warringah,25.65
Winston Hills,NSW,winston hills,2243,Burwood,16.31,2213,Warringah,27.38
Beaumont Hills,NSW,beaumont hills,2243,Burwood,24.8,2213,Warringah,31.32
Kellyville,NSW,kellyville,2243,Burwood,23.03,2213,Warringah,29.77
Kellyville Ridge,NSW,kellyville ridge,2243,Burwood,25.83,2213,Warringah,33.23
North Kellyville,NSW,north kellyville,2243,Burwood,25.51,2213,Warringah,30.68
Rouse Hill,NSW,rouse hill,2243,Burwood,27.86,2213,Warringah,34.12
Annangrove,NSW,annangrove,2243,Burwood,29.18,2213,Warringah,32.95
Glenhaven,NSW,glenhaven,2243,Burwood,21.25,2213,Warringah,25.58
Kenthurst,NSW,kenthurst,2243,Burwood,24.99,2213,Warringah,27.06
Canoelands,NSW,canoelands,2213,Warringah,34.5,2243,Burwood,41.23
Forest Glen,NSW,forest glen,2213,Warringah,33.29,2243,Burwood,37.16
Glenorie,NSW,glenorie,2213,Warringah,30.71,2243,Burwood,31.99
Hillside,NSW,hillside,2213,Warringah,32.8,2243,Burwood,32.92
Dural,NSW,dural,2243,Burwood,22.8,2213,Warringah,24.17
Dural Dc,NSW,dural dc,2243,Burwood,22.8,2213,Warringah,24.25
Middle Dural,NSW,middle dural,2213,Warringah,27.14,2243,Burwood,27.46
Round Corner,NSW,round corner,2243,Burwood,22.04,2213,Warringah,24.58
Arcadia,NSW,arcadia,2213,Warringah,26.12,2243,Burwood,28.67
Berrilee,NSW,berrilee,2213,Warringah,23.06,2243,Burwood,29.13
Fiddletown,NSW,fiddletown,2213,Warringah,27.27,2243,Burwood,30.96
Galston,NSW,galston,2213,Warringah,24.63,2243,Burwood,25.9
Smithfield West,NSW,smithfield west,2243,Burwood,17.3,2434,Narellan,26.69
Wetherill Park Bc,NSW,wetherill park bc,2243,Burwood,18.83,2434,Narellan,26.82
Fairfield West,NSW,fairfield west,2243,Burwood,16.67,2434,Narellan,25.87
Cabramatta,NSW,cabramatta,2243,Burwood,15.39,2434,Narellan,24.93
Cabramatta West,NSW,cabramatta west,2243,Burwood,17.52,2434,Narellan,23.43
Canley Heights,NSW,canley heights,2243,Burwood,16.28,2434,Narellan,25.01
Canley Vale,NSW,canley vale,2243,Burwood,14.59,2434,Narellan,26.13
Glenfield,NSW,glenfield,2434,Narellan,16.67,2243,Burwood,21.96
Ashcroft,NSW,ashcroft,2243,Burwood,19.36,2434,Narellan,20.82
Busby,NSW,busby,2434,Narellan,19.8,2243,Burwood,20.82
Cartwright,NSW,cartwright,2434,Narellan,19.59,2243,Burwood,20.26
Green Valley,NSW,green valley,2434,Narellan,19.56,2243,Burwood,22.09
Heckenberg,NSW,heckenberg,2243,Burwood,20.17,2434,Narellan,20.48
Hinchinbrook,NSW,hinchinbrook,2434,Narellan,18.47,2243,Burwood,22.55
Miller,NSW,miller,2434,Narellan,18.11,2243,Burwood,22.07
Sadleir,NSW,sadleir,2243,Burwood,20.06,2434,Narellan,20.19
Casula,NSW,casula,2434,Narellan,18.69,2243,Burwood,20.09
Casula Mall,NSW,casula mall,2434,Narellan,18.47,2243,Burwood,20.4
Chipping Norton,NSW,chipping norton,2243,Burwood,13.87,2434,Narellan,25.32
Hammondville,NSW,hammondville,2243,Burwood,15.64,2434,Narellan,23.01
Liverpool South,NSW,liverpool south,2243,Burwood,18.06,2434,Narellan,21.12
Liverpool Westfield,NSW,liverpool westfield,2243,Burwood,17.24,2434,Narellan,22.19
Lurnea,NSW,lurnea,2434,Narellan,19.61,2243,Burwood,19.7
Mount Pritchard,NSW,mount pritchard,2243,Burwood,18.85,2434,Narellan,22.27
Prestons,NSW,prestons,2434,Narellan,16.59,2243,Burwood,22.96
Warwick Farm,NSW,warwick farm,2243,Burwood,15.73,2434,Narellan,23.77
Carnes Hill,NSW,carnes hill,2434,Narellan,15.67,2243,Burwood,24.55
Cecil Hills,NSW,cecil hills,2434,Narellan,20.33,2243,Burwood,23.53
Elizabeth Hills,NSW,elizabeth hills,2434,Narellan,19.1,2243,Burwood,23.73
Horningsea Park,NSW,horningsea park,2434,Narellan,14.95,2243,Burwood,25.08
Hoxton Park,NSW,hoxton park,2434,Narellan,16.34,2243,Burwood,23.98
Len Waters Estate,NSW,len waters estate,2434,Narellan,18.11,2243,Burwood,23.41
Middleton Grange,NSW,middleton grange,2434,Narellan,17.41,2243,Burwood,24.51
West Hoxton,NSW,west hoxton,2434,Narellan,14.92,2243,Burwood,26.0
Pleasure Point,NSW,pleasure point,2243,Burwood,15.34,2434,Narellan,23.82
Sandy Point,NSW,sandy point,2243,Burwood,15.01,2434,Narellan,24.78
Voyager Point,NSW,voyager point,2243,Burwood,14.65,2434,Narellan,24.27
Holsworthy,NSW,holsworthy,2243,Burwood,16.7,2434,Narellan,21.95
Wattle Grove,NSW,wattle grove,2243,Burwood,16.89,2434,Narellan,21.73
Edmondson Park,NSW,edmondson park,2434,Narellan,14.26,2243,Burwood,24.68
Horsley Park,NSW,horsley park,2243,Burwood,23.71,2434,Narellan,24.23
Abbotsbury,NSW,abbotsbury,2434,Narellan,22.15,2243,Burwood,22.31
Bossley Park,NSW,bossley park,2243,Burwood,20.37,2434,Narellan,24.31
Edensor Park,NSW,edensor park,2243,Burwood,21.1,2434,Narellan,22.26
Greenfield Park,NSW,greenfield park,2243,Burwood,19.89,2434,Narellan,23.34
Prairiewood,NSW,prairiewood,2243,Burwood,18.45,2434,Narellan,25.66
St Johns Park,NSW,st johns park,2243,Burwood,18.17,2434,Narellan,23.74
Wakeley,NSW,wakeley,2243,Burwood,17.67,2434,Narellan,24.78
